hb,cancer_site_icd10code,cancer_site,sex,year,incidences_all_ages,crude_rate,crude_rate_lower95pc_confidence_interval,crude_rate_upper95pc_confidence_interval,standardised_incidence_ratio,sir_lower95pc_confidence_interval,sir_upper95pc_confidence_interval
S08000016,C91-C95,Leukaemias,Male,2002,4,7.71114067,2.101026302,19.74358274,38.80131802,10.57205324,99.3467848
S08000016,C91-C95,Leukaemias,Male,2003,16,30.59624431,17.48839724,49.6863839,133.7731725,76.46292653,217.2392512
S08000016,C91-C95,Leukaemias,Male,2004,14,26.47553849,14.47442326,44.42145487,127.3244117,69.6094407,213.6287279
S08000016,C91-C95,Leukaemias,Male,2005,12,22.51153716,11.63203975,39.32312507,103.6648521,53.56514179,181.0816344
S08000016,C91-C95,Leukaemias,Male,2006,17,31.67210061,18.45016576,50.71010119,150.6266024,87.74554668,241.1677819
S08000016,C91-C95,Leukaemias,Male,2007,10,18.39757152,8.822350651,33.83378906,93.20307783,44.69449859,171.4037785
S08000016,C91-C95,Leukaemias,Male,2008,10,18.23087581,8.742413579,33.52722971,88.63058114,42.50180869,162.9947943
S08000016,C91-C95,Leukaemias,Male,2009,7,12.74790115,5.125317426,26.26554855,58.87971915,23.67270086,121.3147249
S08000016,C91-C95,Leukaemias,Male,2010,14,25.48188056,13.93118122,42.75426571,125.9562428,68.86145003,211.333173
S08000016,C91-C95,Leukaemias,Male,2011,12,21.74109974,11.23394349,37.97732593,93.68005135,48.40584955,163.640197
S08000016,C91-C95,Leukaemias,Male,2012,15,27.1822844,15.21371823,44.83304436,132.5920522,74.21076506,218.6904261
S08000016,C91-C95,Leukaemias,Male,2013,9,16.27162771,7.440424323,30.88861791,75.63382044,34.58459888,143.5765507
S08000016,C91-C95,Leukaemias,Male,2014,16,28.92315479,16.53208202,46.96939134,133.7030925,76.42286975,217.1254457
S08000016,C91-C95,Leukaemias,Male,2015,21,37.99323359,23.51841041,58.07669339,169.7821013,105.0977967,259.529977
S08000016,C91-C95,Leukaemias,Male,2016,13,23.41667267,12.46839198,40.04322343,105.3041438,56.07002158,180.073293
S08000016,C91-C95,Leukaemias,Male,2017,12,21.50961659,11.11433277,37.57297146,107.7000552,55.6501901,188.1303222
S08000016,C91-C95,Leukaemias,Male,2018,9,16.07458608,7.350324345,30.51457153,79.4785039,36.34263297,150.8749575
S08000016,C91-C95,Leukaemias,Male,2019,15,26.72701032,14.95890479,44.082139,147.8140263,82.73038847,243.7967576
S08000016,C91-C95,Leukaemias,Male,2020,11,19.62463427,9.79654672,35.11389159,118.7836519,59.29637105,212.5367647
S08000016,C91-C95,Leukaemias,Female,1996,7,12.71571299,5.112376115,26.19922863,91.28880287,36.7028334,188.089824
S08000016,C91-C95,Leukaemias,Female,1997,12,21.78886589,11.25862496,38.06076379,150.77618090000001,77.90825288,263.375645
S08000016,C91-C95,Leukaemias,Female,1998,12,21.78016553,11.25412935,38.04556601,161.0339851,83.20860996,281.2939645
S08000016,C91-C95,Leukaemias,Female,1999,5,9.110123169,2.958032195,21.25998848,69.35266937,22.51862297,161.8459954
S08000016,C91-C95,Leukaemias,Female,2000,5,9.06684075,2.943978512,21.15898176,67.90778312,22.04947234,158.4741129
S08000016,C91-C95,Leukaemias,Female,2001,9,16.22118487,7.417358646,30.79286169,117.2398776,53.60953756,222.5578072
S08000016,C91-C95,Leukaemias,Female,2002,9,16.17047272,7.394169821,30.69659423,123.1987153,56.3342976,233.8695373
S08000016,C91-C95,Leukaemias,Female,2003,12,21.3918996,11.05350668,37.36734357,140.49056,72.59352246,245.4087352
S08000016,C91-C95,Leukaemias,Female,2004,9,15.90921143,7.274704526,30.20063893,114.8345008,52.50964615,217.9916529
S08000016,C91-C95,Leukaemias,Female,2005,6,10.5366676,3.866771308,22.93388947,75.50674268,27.7096438,164.3463907
S08000016,C91-C95,Leukaemias,Female,2006,17,29.72807554,17.31769952,47.59752875,237.8195907,138.5386755,380.7722027
S08000016,C91-C95,Leukaemias,Female,2007,8,13.8300631,5.970839618,27.2507377,107.7030701,46.49854115,212.2179843
S08000016,C91-C95,Leukaemias,Female,2008,8,13.67334382,5.903179355,26.94193823,104.0658521,44.92824856,205.0512148
S08000016,C91-C95,Leukaemias,Female,2009,6,10.22512313,3.752439976,22.25578831,73.89378184,27.1177156,160.8356541
S08000016,C91-C95,Leukaemias,Female,2010,13,22.12427032,11.78024216,37.83317606,177.4679863,94.49422844,303.4756614
S08000016,C91-C95,Leukaemias,Female,2011,8,13.6321036,5.885374758,26.86067857,102.8888244,44.42009154,202.7320009
S08000016,C91-C95,Leukaemias,Female,2012,6,10.2499274,3.761542705,22.30977676,81.94024582,30.07062607,178.3494186
S08000016,C91-C95,Leukaemias,Female,2013,2,3.414775735,0.413545184,12.33534407,25.55742098,3.095122249,92.3221921
S08000016,C91-C95,Leukaemias,Female,2014,6,10.21780964,3.749756056,22.23986993,77.88886694,28.58384142,169.5312724
S08000016,C91-C95,Leukaemias,Female,2015,7,11.91347414,4.78983449,24.54630999,91.34472898,36.7253186,188.2050532
S08000016,C91-C95,Leukaemias,Female,2016,9,15.2506185,6.973553898,28.95042439,113.2525945,51.78629783,214.9887019
S08000016,C91-C95,Leukaemias,Female,2017,6,10.12983066,3.717469321,22.04837673,80.11538331,29.40093369,174.3774612
S08000016,C91-C95,Leukaemias,Female,2018,12,20.24257351,10.45963312,35.35970218,162.066131,83.74193481,283.0969157
S08000016,C91-C95,Leukaemias,Female,2019,11,18.52257228,9.246401346,33.14199827,158.9696705,79.35708677,284.4406526
S08000016,C91-C95,Leukaemias,Female,2020,6,10.13718997,3.720170057,22.06439485,90.89480833,33.35679269,197.8397314
S08000016,C22,Liver and intrahepatic bile ducts,All,1996,4,3.778575477,1.029534644,9.674653954,61.68532527,16.80717502,157.9389322
S08000016,C22,Liver and intrahepatic bile ducts,All,1997,6,5.662514156,2.078042897,12.32490942,98.78834363,36.25358103,215.0206346
S08000016,C22,Liver and intrahepatic bile ducts,All,1998,5,4.715201811,1.531013193,11.00370811,74.35755732,24.14369646,173.5257343
S08000016,C22,Liver and intrahepatic bile ducts,All,1999,5,4.725451281,1.534341168,11.02762695,80.2331687,26.05149148,187.2374512
S08000016,C22,Liver and intrahepatic bile ducts,All,2000,2,1.882352941,0.227961674,6.79970604,30.63047453,3.709492569,110.6478058
S08000016,C22,Liver and intrahepatic bile ducts,All,2001,6,5.610098177,2.058807156,12.2108219,91.96018154,33.74776588,200.1586003
S08000016,C22,Liver and intrahepatic bile ducts,All,2002,6,5.579838185,2.047702272,12.14495864,91.76240493,33.67518535,199.72812390000001
S08000016,C22,Liver and intrahepatic bile ducts,All,2003,6,5.535566012,2.031455165,12.04859675,78.99981609,28.99154018,171.949341
S08000016,C22,Liver and intrahepatic bile ducts,All,2004,4,3.65463682,0.995765531,9.357321768,47.00868264,12.80828387,120.3608979
S08000016,C22,Liver and intrahepatic bile ducts,All,2005,5,4.535147392,1.472550014,10.58352116,59.21447307,19.22677823,138.1868271
S08000016,C22,Liver and intrahepatic bile ducts,All,2006,6,5.412231644,1.986193626,11.78014976,63.67015438,23.36582451,138.5831212
S08000016,C22,Liver and intrahepatic bile ducts,All,2007,5,4.456327986,1.4469575669999999,10.39958296,47.72675414,15.49674716,111.3783233
S08000016,C22,Liver and intrahepatic bile ducts,All,2008,7,6.175017643,2.482677357,12.7228964,72.63224066,29.20192778,149.6501754
S08000016,C22,Liver and intrahepatic bile ducts,All,2009,8,7.042873492,3.040612886,13.87726844,77.16267419,33.31336587,152.0412292
S08000016,C22,Liver and intrahepatic bile ducts,All,2010,5,4.397537379,1.427868417,10.26238529,45.59015301,14.80299859,106.392209
S08000016,C22,Liver and intrahepatic bile ducts,All,2011,6,5.268703899,1.933521473,11.46775028,47.40694043,17.39751162,103.1849512
S08000016,C22,Liver and intrahepatic bile ducts,All,2012,10,8.793527963,4.216838459,16.17161101,69.94214254,33.53997597,128.6260904
S08000016,C22,Liver and intrahepatic bile ducts,All,2013,15,13.17175975,7.372133942,21.7248146,90.56754617,50.68996808,149.3773943
S08000016,C22,Liver and intrahepatic bile ducts,All,2014,11,9.645738337,4.815117825,17.25889031,66.14788209,33.02078441,118.356833
S08000016,C22,Liver and intrahepatic bile ducts,All,2015,7,6.138735421,2.468090022,12.64814116,40.62843714,16.3347389,83.71010847
S08000016,C22,Liver and intrahepatic bile ducts,All,2016,6,5.238802061,1.922548025,11.40266657,35.61105661,13.06863015,77.51027811
S08000016,C22,Liver and intrahepatic bile ducts,All,2017,13,11.30238219,6.018042507,19.32741777,77.47534263,41.25235699,132.4851954
S08000016,C22,Liver and intrahepatic bile ducts,All,2018,9,7.807755704,3.570203086,14.8215524,54.96287648,25.13252702,104.3366602
S08000016,C22,Liver and intrahepatic bile ducts,All,2019,10,8.657259112,4.151492248,15.92100774,56.92784648,27.29911515,104.6923365
S08000016,C22,Liver and intrahepatic bile ducts,All,2020,11,9.545296772,4.764977757,17.07917261,69.3982559,34.6433593,124.1726496
S08000016,C22,Liver and intrahepatic bile ducts,Male,1996,4,7.87246605,2.144982038,20.15663979,101.1115927,27.54950594,258.8858357
S08000016,C22,Liver and intrahepatic bile ducts,Male,1997,2,3.930354125,0.475984119,14.19779049,51.67755036,6.258391095,186.6770804
S08000016,C22,Liver and intrahepatic bile ducts,Male,1998,3,5.888819095,1.21441607,17.20962836,71.94129248,14.83602405,210.2429854
S08000016,C22,Liver and intrahepatic bile ducts,Male,1999,3,5.890900522,1.214845311,17.21571117,77.90369548,16.06561489,227.6676571
S08000016,C22,Liver and intrahepatic bile ducts,Male,2000,2,3.913587977,0.47395366,14.1372254,52.44201609,6.350971442,189.4385935
S08000016,C22,Liver and intrahepatic bile ducts,Male,2001,3,5.828977792,1.202075355,17.03474667,74.79778269,15.425101,218.590862
S08000016,C22,Liver and intrahepatic bile ducts,Male,2002,2,3.855570335,0.466927455,13.92764573,47.32819923,5.731664495,170.9657286
S08000016,C22,Liver and intrahepatic bile ducts,Male,2003,4,7.649061078,2.084111702,19.58463433,82.12076681,22.37514505,210.2617789
S08000016,C22,Liver and intrahepatic bile ducts,Male,2004,1,1.891109892,0.047878757,10.53658993,18.33671333,0.464245387,102.1656276
S08000016,C22,Liver and intrahepatic bile ducts,Male,2005,4,7.503845721,2.044545405,19.21282534,73.22807141,19.95218485,187.4929467
S08000016,C22,Liver and intrahepatic bile ducts,Male,2006,5,9.315323707,3.024660252,21.73885809,78.46223581,25.47647439,183.1046846
S08000016,C22,Liver and intrahepatic bile ducts,Male,2007,3,5.519271456,1.138206463,16.12965333,40.94786156,8.44443348,119.667028
S08000016,C22,Liver and intrahepatic bile ducts,Male,2008,6,10.93852549,4.014246068,23.80856491,91.48137841,33.57205357,199.1164475
S08000016,C22,Liver and intrahepatic bile ducts,Male,2009,7,12.74790115,5.125317426,26.26554855,94.49649672,37.99249269,194.6988993
S08000016,C22,Liver and intrahepatic bile ducts,Male,2010,4,7.280537304,1.983701377,18.6410671,52.28877576,14.24693153,133.8800334
S08000016,C22,Liver and intrahepatic bile ducts,Male,2011,4,7.247033246,1.974572649,18.55528341,45.81748366,12.48372224,117.3109555
S08000016,C22,Liver and intrahepatic bile ducts,Male,2012,9,16.30937064,7.457682796,30.96026575,92.72460728,42.39959492,176.0201878
S08000016,C22,Liver and intrahepatic bile ducts,Male,2013,11,19.88754497,9.927790796,35.58431146,92.23418704,46.04297385,165.0324383
S08000016,C22,Liver and intrahepatic bile ducts,Male,2014,7,12.65388022,5.087516136,26.0718295,60.69713864,24.40339776,125.0593037
S08000016,C22,Liver and intrahepatic bile ducts,Male,2015,5,9.046007997,2.937214173,21.11036506,42.26473393,13.72324406,98.63179015
S08000016,C22,Liver and intrahepatic bile ducts,Male,2016,1,1.801282513,0.045604525,10.03610381,8.542989204,0.21628976,47.59848934
S08000016,C22,Liver and intrahepatic bile ducts,Male,2017,10,17.92468049,8.595581022,32.96412562,85.97976717,41.23064036,158.1198531
S08000016,C22,Liver and intrahepatic bile ducts,Male,2018,9,16.07458608,7.350324345,30.51457153,80.87432554,36.98089151,153.5246618
S08000016,C22,Liver and intrahepatic bile ducts,Male,2019,8,14.2544055,6.154040548,28.08686139,65.60684075,28.3243772,129.2716306
S08000016,C22,Liver and intrahepatic bile ducts,Male,2020,7,12.48840363,5.020985962,25.73088447,62.02014791,24.93531611,127.7852085
S08000016,C22,Liver and intrahepatic bile ducts,Female,1996,0,0,0,5.441838826,0,0,299.5732274
S08000016,C22,Liver and intrahepatic bile ducts,Female,1997,4,7.262955297,1.978910872,18.59605018,181.5344462,49.46202676,464.8002821
S08000016,C22,Liver and intrahepatic bile ducts,Female,1998,2,3.630027588,0.439613182,13.11290778,78.30242815,9.482787315,282.8552935
S08000016,C22,Liver and intrahepatic bile ducts,Female,1999,2,3.644049268,0.441311272,13.1635589,84.00085402,10.17289312,303.4399671
S08000016,C22,Liver and intrahepatic bile ducts,Female,2000,0,0,0,5.432365491,0,0,299.5732274
S08000016,C22,Liver and intrahepatic bile ducts,Female,2001,3,5.407061622,1.115066098,15.80172858,119.3436604,24.61153191,348.7728199
S08000016,C22,Liver and intrahepatic bile ducts,Female,2002,4,7.186876763,1.958182032,18.40125892,172.9494132,47.1228942,442.8191878
S08000016,C22,Liver and intrahepatic bile ducts,Female,2003,2,3.5653166,0.431776381,12.87914944,73.41930255,8.89141815,265.2157648
S08000016,C22,Liver and intrahepatic bile ducts,Female,2004,3,5.303070478,1.093620623,15.49782233,98.18275705,20.247644910000002,286.9316806
S08000016,C22,Liver and intrahepatic bile ducts,Female,2005,1,1.756111267,0.044460888,9.784425736,33.54021499,0.849164723,186.8741172
S08000016,C22,Liver and intrahepatic bile ducts,Female,2006,1,1.748710326,0.044273512,9.743190331,32.77533161,0.829799552,182.6124598
S08000016,C22,Liver and intrahepatic bile ducts,Female,2007,2,3.457515775,0.418721201,12.48973579,63.49378907,7.689392421,229.3613974
S08000016,C22,Liver and intrahepatic bile ducts,Female,2008,1,1.709167977,0.043272387,9.522874463,32.47932718,0.822305369,180.9632286
S08000016,C22,Liver and intrahepatic bile ducts,Female,2009,1,1.704187188,0.043146284,9.495123283,33.78349832,0.855324123,188.2296051
S08000016,C22,Liver and intrahepatic bile ducts,Female,2010,1,1.701866948,0.043087541,9.482195733,30.14358644,0.763169533,167.9493142
S08000016,C22,Liver and intrahepatic bile ducts,Female,2011,2,3.408025901,0.412727747,12.31096135,50.94135923,6.169234934,184.0177049
S08000016,C22,Liver and intrahepatic bile ducts,Female,2012,1,1.708321233,0.043250949,9.518156706,21.77998997,0.551421604,121.3503372
S08000016,C22,Liver and intrahepatic bile ducts,Female,2013,4,6.829551469,1.860822916,17.48636425,86.28014933,23.5084368,220.9114501
S08000016,C22,Liver and intrahepatic bile ducts,Female,2014,4,6.811873095,1.856006154,17.44110059,78.48158011,21.38358916,200.9440155
S08000016,C22,Liver and intrahepatic bile ducts,Female,2015,2,3.403849754,0.412221997,12.29587567,37.04309041,4.486090102,133.8123792
S08000016,C22,Liver and intrahepatic bile ducts,Female,2016,5,8.472565832,2.751019063,19.77214234,97.2158344,31.56571681,226.8693278
S08000016,C22,Liver and intrahepatic bile ducts,Female,2017,3,5.064915331,1.044507307,14.80183193,58.26499825,12.01564339,170.27505
S08000016,C22,Liver and intrahepatic bile ducts,Female,2018,0,0,0,5.053444229,0,0,299.5732274
S08000016,C22,Liver and intrahepatic bile ducts,Female,2019,2,3.367740415,0.407848988,12.16543632,37.22838172,4.508529739,134.4817152
S08000016,C22,Liver and intrahepatic bile ducts,Female,2020,4,6.758126647,1.841362056,17.30348833,87.64457668,23.88019733,224.404926
S08000016,C33-C34,"Trachea, bronchus and lung",All,1996,103,97.29831853,79.41804113,118.0025085,84.92039195,69.31477627,102.9906726
S08000016,C33-C34,"Trachea, bronchus and lung",All,1997,78,73.61268403,58.18777199,91.87196117,66.83389564,52.82942107,83.41172646
S08000016,C33-C34,"Trachea, bronchus and lung",All,1998,78,73.55714825,58.14387326,91.80264999,67.72909462,53.53703872,84.5289753
S08000016,C33-C34,"Trachea, bronchus and lung",All,1999,107,101.1246574,82.87409715,122.1987972,95.14523022,77.97381227,114.9732715
S08000016,C33-C34,"Trachea, bronchus and lung",All,2000,96,90.35294118,73.186172440000007,110.3364056,84.4968723,68.44273784,103.1851432
S08000016,C33-C34,"Trachea, bronchus and lung",All,2001,90,84.15147265,67.66772149,103.4364467,82.18963477,66.09017216,101.0250149
S08000016,C33-C34,"Trachea, bronchus and lung",All,2002,99,92.06733005,74.82778281,112.0886708,83.88745783,68.17958631,102.1299699
S08000016,C33-C34,"Trachea, bronchus and lung",All,2003,83,76.57532983,60.99182277,94.92664249,71.81343086,57.19899682,89.02355227
S08000016,C33-C34,"Trachea, bronchus and lung",All,2004,90,82.22932846,66.12209057,101.0738052,74.26112537,59.71471432,91.27953079
S08000016,C33-C34,"Trachea, bronchus and lung",All,2005,82,74.37641723,59.15377185,92.32074479,67.86547603,53.97542709,84.23895
S08000016,C33-C34,"Trachea, bronchus and lung",All,2006,105,94.71405376,77.46671236,114.6571368,84.50362672,69.11559461,102.2967923
S08000016,C33-C34,"Trachea, bronchus and lung",All,2007,112,99.82174688,82.19291759,120.1115003,87.19788304,71.79846715,104.9217117
S08000016,C33-C34,"Trachea, bronchus and lung",All,2008,100,88.21453776,71.77486878,107.2925139,77.5858184,63.1269185,94.36514336
S08000016,C33-C34,"Trachea, bronchus and lung",All,2009,98,86.27520028,70.04237792,105.1418349,72.54221208,58.89327428,88.40572103
S08000016,C33-C34,"Trachea, bronchus and lung",All,2010,110,96.74582234,79.51329999,116.6048787,82.69827696,67.96792611,99.67378762
S08000016,C33-C34,"Trachea, bronchus and lung",All,2011,119,104.4959607,86.56623918,125.0449964,86.33657491,71.52269376,103.3145839
S08000016,C33-C34,"Trachea, bronchus and lung",All,2012,98,86.17657404,69.96230837,105.0216411,69.95318635,56.79137804,85.25052794
S08000016,C33-C34,"Trachea, bronchus and lung",All,2013,94,82.54302775,66.7031686,101.0117613,66.10957067,53.42326249,80.9013717
S08000016,C33-C34,"Trachea, bronchus and lung",All,2014,112,98.21115398,80.86676038,118.1735385,76.06444017,62.63122473,91.52528693
S08000016,C33-C34,"Trachea, bronchus and lung",All,2015,92,80.68052267,65.03988842,98.94749891,66.58447852,53.67648734,81.65995208
S08000016,C33-C34,"Trachea, bronchus and lung",All,2016,109,95.17157077,78.14576263,114.8052402,77.96338599,64.01605234,94.04704768
S08000016,C33-C34,"Trachea, bronchus and lung",All,2017,117,101.7214397,84.12640214,121.9104757,80.3359053,66.43998249,96.280474
S08000016,C33-C34,"Trachea, bronchus and lung",All,2018,133,115.3812787,96.60633352,136.7398576,90.08366859,75.4251732,106.75933
S08000016,C33-C34,"Trachea, bronchus and lung",All,2019,101,87.43831703,71.21994528,106.2454815,71.33888268,58.10669159,86.68320936
S08000016,C33-C34,"Trachea, bronchus and lung",All,2020,112,97.18847622,80.02469067,116.9429914,84.46220326,69.54591689,101.6299781
S08000016,C33-C34,"Trachea, bronchus and lung",Male,1996,61,120.0551073,91.83264428,154.2158077,84.55306861,64.67639778,108.6119539
S08000016,C33-C34,"Trachea, bronchus and lung",Male,1997,42,82.53743662,59.48572443,111.5666368,60.19715485,43.38481435,81.36906577
S08000016,C33-C34,"Trachea, bronchus and lung",Male,1998,46,90.29522613,66.10745408,120.441178,67.33099111,49.29474784,89.8101066
S08000016,C33-C34,"Trachea, bronchus and lung",Male,1999,62,121.7452775,93.34140613,156.0719512,93.4243281,71.62789665,119.7657723
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2000,50,97.83969944,72.61851076,128.9894464,77.29974334,57.37335944,101.9100749
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2001,57,110.750578,83.88140627,143.4902198,88.01858227,66.66441466,114.0382826
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2002,47,90.60590288,66.57380943,120.486643,68.7338905,50.50307742,91.40150328
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2003,45,86.05193712,62.76687342,115.1442622,68.38594067,49.88117438,91.50576906
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2004,44,83.20883527,60.45966709,111.7039775,65.60137036,47.66605613,88.06677774
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2005,46,86.29422579,63.17821898,115.1044042,67.96718336,49.76052053,90.65869791
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2006,55,102.4685608,77.19334322,133.3769166,80.55161185,60.68249786,104.848995
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2007,59,108.545672,82.62999472,140.0160084,85.16656271,64.83273353,109.8586608
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2008,50,91.15437906,67.65653711,120.1756849,73.66091814,54.67255324,97.1127375
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2009,57,103.8043379,78.62039184,134.49056,77.4648392,58.671112720000004,100.3646843
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2010,53,96.46711927,72.26049204,126.1813672,75.66430966,56.67776013,98.97078
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2011,60,108.7054987,82.95374753,139.9255248,82.75371417,63.14980195,106.5204339
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2012,47,85.17115778,62.58056316,113.2595842,64.77134365,47.59154704,86.13215599
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2013,54,97.62976623,73.34248517,127.3856672,73.50820207,55.22162378,95.91225841
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2014,55,99.4233446,74.89926964,129.4131491,71.83921415,54.11912758,93.50861181
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2015,52,94.07848317,70.26231107,123.3714141,72.52650653,54.16626408,95.10886414
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2016,59,106.2756683,80.90196273,137.087869,83.34631358,63.44707555,107.510672
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2017,55,98.58574271,74.26827326,128.3228952,75.44058831,56.83217546,98.1962953
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2018,70,125.0245584,97.46277681,157.9610081,96.06430066,74.88683515,121.3714647
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2019,45,80.18103095,58.48459417,107.2885279,63.86546399,46.58390768,85.45701561
S08000016,C33-C34,"Trachea, bronchus and lung",Male,2020,49,87.41882538,64.67292826,115.5723232,73.99945777,54.74520623,97.83120755
S08000016,C33-C34,"Trachea, bronchus and lung",Female,1996,42,76.29427793,54.98620478,103.1276999,85.45960522,61.59176652,115.5165598
S08000016,C33-C34,"Trachea, bronchus and lung",Female,1997,36,65.36659767,45.78196139,90.49492408,76.69935707,53.71928675,106.18424
S08000016,C33-C34,"Trachea, bronchus and lung",Female,1998,32,58.08044141,39.72697893,81.99225367,68.30968675,46.72377517,96.43289596
S08000016,C33-C34,"Trachea, bronchus and lung",Female,1999,45,81.99110852,59.80487717,109.7105541,97.62280425,71.2067433,130.6269928
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2000,46,83.4149349,61.07021617,111.2638337,94.01107558,68.8279229,125.3976004
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2001,33,59.47767785,40.94169669,83.52877326,73.75322431,50.76832601,103.5769481
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2002,52,93.42939792,69.77754317,122.5202252,104.7635183,78.24240636,137.3834161
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2003,38,67.7410154,47.937574239999996,92.97983621,76.34467057,54.0260327,104.7890251
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2004,46,81.31374733,59.53188278,108.4611439,84.99286161,62.22545684,113.3685668
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2005,36,63.22000562,44.27851471,87.52313587,67.73595878,47.44143279,93.77511858
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2006,50,87.43551631,64.8963255,115.272828,89.3242876,66.29820796,117.7629374
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2007,53,91.62416804,68.63278923,119.8466677,89.57624692,67.09875579,117.1679365
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2008,50,85.45839885,63.42887082,112.6662451,81.95252314,60.82674229,108.044185
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2009,41,69.8716747,50.14112011,94.78881638,66.653675,47.83182796,90.42323642
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2010,57,97.00641604,73.47171219,125.6830637,90.52300489,68.5612399,117.2830526
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2011,59,100.5367641,76.53324296,129.6851007,90.31299172,68.75043374,116.4971793
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2012,51,87.12438287,64.86982565,114.5524734,75.52116668,56.23046906,99.29638702
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2013,40,68.29551469,48.79131698,92.99910697,58.20129166,41.57985606,79.25364021
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2014,57,97.0691916,73.51925778,125.7643967,80.64092142,61.07664638,104.4796672
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2015,40,68.07699508,48.63520337,92.70154529,60.17533756,42.99014338,81.94173043
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2016,50,84.72565832,62.88501667,111.700218,72.44251418,53.76823034,95.50642378
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2017,62,104.6749169,80.25365853,134.1885193,85.24277269,65.35514503,109.2773875
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2018,63,106.2735109,81.66348374,135.9699858,84.25539075,64.74415565,107.7992454
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2019,56,94.29673161,71.23073767,122.4521495,78.7433085,59.48184901,102.2547359
S08000016,C33-C34,"Trachea, bronchus and lung",Female,2020,63,106.4404947,81.79179867,136.1836306,94.89811076,72.92231393,121.4159075
S08000016,C45,Mesothelioma,All,1996,3,2.833931608,0.584424828,8.281950755,67.22972091,13.86438472,196.4737739
S08000016,C45,Mesothelioma,All,1997,0,0,0,2.827229401,0,0,299.5732274
S08000016,C45,Mesothelioma,All,1998,1,0.943040362,0.023875715,5.254284601,23.04172601,0.583365995,128.3802804
S08000016,C45,Mesothelioma,All,1999,1,0.945090256,0.023927614,5.265705879,22.79362423,0.577084602,126.9979458
S08000016,C45,Mesothelioma,All,2000,4,3.764705882,1.025755646,9.639142283,88.3107586,24.06170948,226.1106163
S08000016,C45,Mesothelioma,All,2001,2,1.870032726,0.226469639,6.755201185,44.8463247,5.431097976,162.0003445
S08000016,C45,Mesothelioma,All,2002,3,2.789919092,0.575348389,8.153327508,61.27639029,12.63666482,179.0756155
S08000016,C45,Mesothelioma,All,2003,1,0.922594335,0.023358066,5.140366631,18.60613341,0.471066513,103.6667402
S08000016,C45,Mesothelioma,All,2004,2,1.82731841,0.221296737,6.600902392,37.31508205,4.519029551,134.7949065
S08000016,C45,Mesothelioma,All,2005,2,1.814058957,0.219690956,6.553004687,40.5604652,4.912060507,146.5183464
S08000016,C45,Mesothelioma,All,2006,2,1.804077215,0.21848212,6.516947202,43.61182401,5.281594215,157.5409035
S08000016,C45,Mesothelioma,All,2007,3,2.673796791,0.551401179,7.813968868,58.48156813,12.0603053,170.9079591
S08000016,C45,Mesothelioma,All,2008,2,1.764290755,0.213663795,6.37322483,36.23660108,4.388420503,130.8990625
S08000016,C45,Mesothelioma,All,2009,4,3.521436746,0.959472994,9.016276675,61.79902908,16.83815548,158.2300591
S08000016,C45,Mesothelioma,All,2010,2,1.759014952,0.213024871,6.354166814,38.78658962,4.697235944,140.1104978
S08000016,C45,Mesothelioma,All,2011,2,1.756234633,0.212688162,6.344123347,38.92191773,4.713624807,140.5993495
S08000016,C45,Mesothelioma,All,2012,3,2.638058389,0.544031061,7.70952609,52.37478592,10.80094,153.06135
